text
They just didn't get it but they do now! https://t.co/9T50NupkDy
Looking forward to announcing my final decision on the United States Supreme Court Justice at 9:00pmE tomorrow night at the @WhiteHouse. An exceptional person will be chosen!
Iranian Harassment of U.S. Warships:2015: 222016: 362017: 142018: 0Source: @USNavy
RT @CortesSteve: Today's report: Hispanic jobs hit another record unemployment at an all-time low. Of 9 months in history under 5% jobless…
The U.S. is working very closely with the Government of Thailand to help get all of the children out of the cave and to safety. Very brave and talented people!
The Rigged Witch Hunt originally headed by FBI lover boy Peter S (for one year) &amp; now 13 Angry Democrats should look into the missing DNC Server Crooked Hillary’s illegally deleted Emails the Pakistani Fraudster Uranium One Podesta &amp; so much more. It’s a Democrat Con Job!
Public opinion has turned strongly against the Rigged Witch Hunt and the “Special” Counsel because the public understands that there was no  Collusion with Russia (so ridiculous) that the two FBI lovers were a fraud against our Nation &amp; that the only Collusion was with the Dems!
Public opinion has turned strongly against the Rigged Witch Hunt and the “Special” Councel because the public understands that there was no  Collusion with Russia (so ridiculous) that the two FBI lovers were a fraud against our Nation &amp; that the only Collusion was with the Dems!
Big decision will soon be made on our next Justice of the Supreme Court!
Twitter is getting rid of fake accounts at a record pace. Will that include the Failing New York Times and propaganda machine for Amazon the Washington Post who constantly quote anonymous sources that in my opinion don’t exist - They will both be out of business in 7 years!
RT @Scavino45: “Six months in TAX CUTS are already providing historic gains for minorities women and small businesses” https://t.co/a54B…
RT @Scavino45: “ICE says it seized $43M worth of counterfeit items in Laredo Texas”https://t.co/d6X8uKkHWd
RT @DanScavino: “When they lose Democrats just want to change the rules” https://t.co/L9sYIwYLd2
RT @Scavino45: “Hispanic-Latino Unemployment Rate Hits Lowest Level on Record in June” https://t.co/27VkUgSVso
Just won lawsuit filed by the DNC and a bunch of Democrat crazies trying to claim the Trump Campaign (and others) colluded with Russia. They haven’t figured out that this was an excuse for them losing the election!
JOBS JOBS JOBS! https://t.co/Tz2PQ2xetT
Thanks to REPUBLICAN LEADERSHIP America is WINNING AGAIN - and America is being RESPECTED again all over the world. Because we are finally putting AMERICA FIRST!
Every day the brave men and women of ICE are liberating communities from savage gangs like MS-13. We will NOT stand for these vile Democrat smears in law enforcement. We will always stand proudly with the BRAVE HEROES of ICE and BORDER PATROL!
A vote for Democrats in November is a vote to let MS-13 run wild in our communities to let drugs pour into our cities and to take jobs and benefits away from hardworking Americans. Democrats want anarchy amnesty and chaos - Republicans want LAW ORDER and JUSTICE!
It was my great honor to join proud hardworking American Patriots in Montana tonight. I love you - thank you! #MAGA https://t.co/475ct7hW3D
...on Monday assume duties as the acting Administrator of the EPA. I have no doubt that Andy will continue on with our great and lasting EPA agenda. We have made tremendous progress and the future of the EPA is very bright!
I have accepted the resignation of Scott Pruitt as the Administrator of the Environmental Protection Agency. Within the Agency Scott has done an outstanding job and I will always be thankful to him for this. The Senate confirmed Deputy at EPA Andrew Wheeler will...
Congress - FIX OUR INSANE IMMIGRATION LAWS NOW!
.....Country being forced to endure a long and costly trial. Tell the people “OUT” and they must leave just as they would if they were standing on your front lawn. Hiring thousands of “judges” does not work and is not acceptable - only Country in the World that does this!
Congress must pass smart fast and reasonable Immigration Laws now. Law Enforcement at the Border is doing a great job but the laws they are forced to work with are insane. When people with or without children enter our Country they must be told to leave without our........
Happy Birthday America! https://t.co/SIi6xXsfof
The OPEC Monopoly must remember that gas prices are up &amp; they are doing little to help. If anything they are driving prices higher as the United States defends many of their members for very little $’s. This must be a two way street. REDUCE PRICING NOW!
https://t.co/ue5JEZy85v
Happy Fourth of July....Our Country is doing GREAT!
Tomorrow families across our Nation will gather to celebrate the Fourth of July. As we do we will think of the men &amp; women serving overseas at this very moment far away from their families protecting America - &amp; we will thank GOD for blessing us with these incredible HEROES! https://t.co/FQ1D7oEta2
...has endured because of the sweat blood and sacrifice of the American Armed Forces – the greatest force for peace and justice in the history of the world!
Tonight we gathered to celebrate the courageous men and women who make freedom possible: our brave service members and our wonderful Veterans. For 242 years American Independence...
Thank you @WVGovernor Jim Justice for that warm introduction. Tonight it was my great honor to attend the “Greenbrier Classic – Salute to Service Dinner” in West Virginia! God Bless our Veterans. God Bless America - and HAPPY INDEPENDENCE DAY TO ALL! https://t.co/V35qvCN8m6
RT @FLOTUS: I had a wonderful visit to @WRBethesda today.  Thank you to the many dedicated service members &amp; medical staff who take such go…
After having written many best selling books and somewhat priding myself on my ability to write it should be noted that the Fake News constantly likes to pore over my tweets looking for a mistake. I capitalize certain words only for emphasis not b/c they should be capitalized!
Just arrived in West Virginia! https://t.co/yjI0Xl5rMh
RT @FLOTUS: I had a wonderful visit to @WRBethesda today.  Thank you to the many dedicated service members &amp; medical staff who take such go…
The Washington Post is constantly quoting “anonymous sources” that do not exist. Rarely do they use the name of anyone because there is no one to give them the kind of negative quote that they are looking for. They are a disgrace to journalism but then again so are many others!
Heading to West Virginia to be with my friend @WVGovernor Jim Justice at his beautiful Greenbrier Resort. He works hard does a great job and raises lots of money for charities!
After having written many best selling books and somewhat priding myself on my ability to write it should be noted that the Fake News constantly likes to pour over my tweets looking for a mistake. I capitalize certain words only for emphasis not b/c they should be capitalized!
The Washington Post is constantly quoting “anonymous sources” that do not exist. Rarely do they use the name of anyone because there is no one to give them the kind of negative quote that they are looking for. They are a discgrace to journalism but then again so are many others!
Wow! The NSA has deleted 685 million phone calls and text messages. Privacy violations? They blame technical irregularities. Such a disgrace. The Witch Hunt continues!
Now that Harley-Davidson is moving part of its operation out of the U.S. my Administration is working with other Motor Cycle companies who want to move into the U.S. Harley customers are not happy with their move - sales are down 7% in 2017. The U.S. is where the Action is!
Just out that the Obama Administration granted citizenship during the terrible Iran Deal negotiation to 2500 Iranians - including to government officials. How big (and bad) is that?
Many good conversations with North Korea-it is going well! In the meantime no Rocket Launches or Nuclear Testing in 8 months. All of Asia is thrilled. Only the Opposition Party which includes the Fake News is complaining. If not for me we would now be at War with North Korea!
How can the Democrats who are weak on the Border and weak on Crime do well in November. The people of our Country want and demand Safety and Security while the Democrats are more interested in  ripping apart and demeaning (and not properly funding) our great Law Enforcement!
When we have an “infestation” of MS-13 GANGS in certain parts of our country who do we send to get them out? ICE! They are tougher and smarter than these rough criminal elelments that bad immigration laws allow into our country. Dems do not appreciate the great job they do! Nov.
The economy is doing perhaps better than ever before and that’s prior to fixing some of the worst and most unfair Trade Deals ever made by any country. In any event they are coming along very well. Most countries agree that they must be changed but nobody ever asked!
I interviewed 4 very impressive people yesterday. On Monday I will be announcing my decision for Justice of the United States Supreme Court!
Crazy Maxine Waters said by some to be one of the most corrupt people in politics is rapidly becoming together with Nancy Pelosi the FACE of the Democrat Party. Her ranting and raving even referring to herself as a wounded animal will make people flee the Democrats!
Many Democrats are deeply concerned about the fact that their “leadership” wants to denounce and abandon the great men and women of ICE thereby declaring war on Law &amp; Order. These people will be voting for Republicans in November and in many cases joining the Republican Party!
Today it was my great honor to welcome Prime Minister Mark Rutte of the Netherlands to the @WhiteHouse! https://t.co/Zn6ZLM0tzy
RT @DHSgov: Today DHS @CBP and @ICEgov will be sharing stories of the brave men and women who put their lives on the line every day with…
Congratulations to Andres Manuel Lopez Obrador on becoming the next President of Mexico. I look very much forward to working with him. There is much to be done that will benefit both the United States and Mexico!
RT @larryelder: BEWARE! #TrumpDerangementSyndrome can be career ending. https://t.co/qm86ya6PlJ
A big week especially with our numerous victories in the Supreme Court. Heading back to the White House now. Focus will be on the selection of a new Supreme Court Justice. Exciting times for our country. Economy may be stronger than it has ever been!
The Liberal Left also known as the Democrats want to get rid of ICE who do a fantastic job and want Open Borders. Crime would be rampant and uncontrollable! Make America Great Again
I will be interviewed by @MariaBartiromo at 10:00 A.M. on @FoxNews
When people come into our Country illegally we must IMMEDIATELY escort them back out without going through years of legal maneuvering. Our laws are the dumbest anywhere in the world. Republicans want Strong Borders and no Crime. Dems want Open Borders and are weak on Crime!
I will be interviewed by @MariaBartiromo on Sunday on @FoxNews at 10:00 A. M. Enjoy!
Either we need to elect more Republicans in November or Republicans must end the ridiculous 60 vote or Filibuster rule - or better yet do both. Cryin’ Chuck would do it on day one but we’ll never give him the chance. Some great legislation awaits - be smart!
I never pushed the Republicans in the House to vote for the Immigration Bill either GOODLATTE 1 or 2 because it could never have gotten enough Democrats as long as there is the 60 vote threshold. I released many prior to the vote knowing we need more Republicans to win in Nov.
A friend of mine and a man who has truly seen politics and life as few others ever will Sean Spicer has written a great new book “The Briefing: Politics the Press and the President.” It is a story told with both heart and knowledge. Really good go get it!
I will be making my choice for Justice of the United States Supreme Court on the first Monday after the July 4th Holiday July 9th!
Just spoke to King Salman of Saudi Arabia and explained to him that because of the turmoil &amp; disfunction in Iran and Venezuela I am asking that Saudi Arabia increase oil production maybe up to 2000000 barrels to make up the difference...Prices to high! He has agreed!
To the great and brave men and women of ICE do not worry or lose your spirit. You are doing a fantastic job of keeping us safe by eradicating the worst criminal elements. So brave! The radical left Dems want you out. Next it will be all police. Zero chance It will never happen!
The Democrats are making a strong push to abolish ICE one of the smartest toughest and most spirited law enforcement groups of men and women that I have ever seen. I have watched ICE liberate towns from the grasp of MS-13 &amp; clean out the toughest of situations. They are great!
RT @DanScavino: “@GovMikeHuckabee: Trump could nominate Moses for Supreme Court and Democrats would fight it” https://t.co/5wx3nVJxvF
RT @realDonaldTrump: Six months after our TAX CUTS more than 6 MILLION workers have received bonuses pay raises and retirement account c…
RT @realDonaldTrump: Before going any further today I want to address the horrific shooting that took place yesterday at the Capital Gazet…
RT @IvankaTrump: Thank you @SecPompeo. It was an honor to join you and your talented passionate colleagues at @StateDept to honor the her…
RT @IvankaTrump: Thank you Senator Alexander for your leadership on career + technical education. 11+ million students and workers across o…
